subject,first_message,actual_label,predicted_label,match,potential_mislabel
34529738: Re: Jouw bestelling is verzonden!,"Hallo, ik heb geen info wanneer mijn aangekocht pakket gaat toekomen. Ik heb dit 8dagen geleden besteld. Kan u dot voor mij nakijlen aub. Bedankt 

Op ma 22 dec 2025 om 13:26 schreef Mivero < info@miv",Order Delay,Order Delay,True,False
34521038: Re: Bestelling #18937 bevestigd,"Hallo, we hebben deze bestelling al even geleden geplaatst. De track en trace werkt niet. Hoe lang is de levertijd????Vr gr 
 
 
 Verzonden vanaf Outlook voor Android (https://aka.ms/AAb9ysg) From: Mi",Order Delay,Order Delay,True,False
34520839: Bestelling volgen,"Bestelling volgen
-------------------------------
Beste, ik heb op 14 december een bestelling gedaan. Maar tot op heden nog niets ontvangen en mijn track nummer vind hij ook niet.",Order Delay,Order Delay,True,False
34517919: Re: Flash Sale: Pak Jouw Voordeel Nu! ⚡️,"Beste, 

Is er al meer info over mijn bestellingen? Het blijft maar stil daar omtrent 

Mvg 

Jurgen 

Op di 30 dec 2025 om 10:01 schreef Info | Mivero < info@mivero.nl> (mailto:info@mivero.nl) 
 
20%",Order Delay,Order Delay,True,False
34515579: ,Hallo is mijn bestelling al opgestuurd?groetjes korbeld,Order Delay,Order Delay,True,False
34515465: Bestelling volgen,"Bestelling volgen
-------------------------------
#19050 dit is bestelnummer besteld op 24 december? wanneer komt de bestelling aan ",Order Delay,Order Delay,True,False
34514487: Nieuw klantbericht op 30 december 2025 om 11:19,"Nieuw klantbericht op 30 december 2025 om 11:19   
 

Je hebt een nieuw bericht ontvangen via het contactformulier van je webshop. 
 
 Landcode: NL 
 Name: Mathilde Kochen 
 E-mail: mathilde.kochen@gm",Damaged Item,Damaged Item,True,False
34513124: Vraag,"Goedemorgen, 

Wanneer komt mijn bestelling? 
M.vr.gr (http://M.vr.gr) 
Betty Reinders 
v Welderenstr 83 
6511ME Nijmegen",Order Delay,Order Delay,True,False
34511189: Re: Jouw bestelling is verzonden!,"Hallo, 
Mijn trackingnummer werkt niet?. 

Met vriendelijke groet, 

Richard Klockenbrink 
Verstuurd vanaf mijn iPhone 
Op 28 dec 2025 om 15:34 heeft Mivero <info@mivero.nl> het volgende geschreven: 
",Order Delay,Order Delay,True,False
34499623: Re: Jouw bestelling is verzonden!,"Goedemorgen, 

Mijn track & trace werkt nog steeds niet en mijn bestelling website ook niet. 

Wat is de status? 

Op wo 24 dec 2025, 13:00 schreef Mivero < info@mivero.nl>: (mailto:info@mivero.nl) 
 ",Order Delay,Order Delay,True,False
34498577: RE: Jouw bestelling is verzonden!,"Hoi, 

Ik had een vraag met welk postorderbedrijf werken jullie? Ik kan mijn pakket niet volgen namelijk. 

Groet, Esther 

 
-------- Oorspronkelijk bericht -------- 
Van: Mivero <info@mivero.nl> 
Da",Order Delay,Shipping Question,False,True
34457256: Quick question,"Season greetings 🎁 💐 

Do you ship to Los Angeles? Also, will a tracking number be provided?",Shipping Question,Shipping Question,True,False
